oaptlocation,destname,daptlocation,oname,dname,tbl,y,quart,origincty,destcty,originname,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs,x
"Dallas, TX","Wichita, KS","Wichita, KS","Dallas, TX","Wichita, KS",Table 1,0,20133,30194,30928,"Dallas/Fort Worth, TX",333,185.5434783,136.8587522,AA,58.05506737,151.6352069,WN,41.35910955,115.9635411,79,0
"Boise, ID","Portland, OR","Portland, OR","Boise, ID","Portland, OR",Table 1,0,20133,30713,34057,"Boise, ID",344,459.0217391,131.7319678,AS,99.43168364,131.3686306,AS,99.43168364,131.3686306,80,0
"Albuquerque, NM","Denver, CO","Denver, CO","Albuquerque, NM","Denver, CO",Table 1,0,20133,30140,30325,"Albuquerque, NM",349,525.9782609,129.1276441,WN,46.68319901,130.5254139,F9,31.10146725,101.4311229,81,0
"Cleveland, OH","Philadelphia, PA","Philadelphia, PA","Cleveland, OH (Metro Area)","Philadelphia, PA",Table 1,0,20133,30647,34100,"Cleveland, OH (Metro Area)",363,288.5869565,336.686742,US,66.96798493,348.5669854,UA,27.53295669,322.7122161,82,22
"Pittsburgh, PA","New York City, NY (Metro Area)","Islip, NY","Pittsburgh, PA","New York City, NY (Metro Area)",Table 1,26,20133,30198,31703,"Pittsburgh, PA",375,1094.347826,268.4189253,DL,36.83949146,255.066673,DL,36.83949146,255.066673,83,0
"Atlanta, GA","Cincinnati, OH","Cincinnati, KY","Atlanta, GA (Metro Area)","Cincinnati, KY",Table 1,0,20133,30397,33105,"Atlanta, GA (Metro Area)",373,270.8695652,266.2562079,DL,96.18780096,267.2202587,US,2.64847512,239.9854546,84,20
"Cleveland, OH","Milwaukee, WI","Milwaukee, WI","Cleveland, OH (Metro Area)","Milwaukee, WI",Table 1,0,20133,30647,33342,"Cleveland, OH (Metro Area)",361,166.7391304,261.4255476,UA,88.52672751,264.5483726,WN,1.043024772,206.3125,85,22
"Philadelphia, PA","Portland, ME","Portland, ME","Philadelphia, PA","Portland, ME",Table 1,0,20133,34100,34321,"Philadelphia, PA",364,168.9130435,259.5385264,US,97.74774775,261.0519552,US,97.74774775,261.0519552,86,0
"Pittsburgh, PA","Charlotte, NC","Charlotte, NC","Pittsburgh, PA","Charlotte, NC",Table 1,0,20133,30198,31057,"Pittsburgh, PA",366,303.4782609,234.7173102,US,69.30515759,259.0004031,DL,14.5773639,155.1416216,87,0
"Greensboro/High Point, NC","Philadelphia, PA","Philadelphia, PA","Greensboro/High Point, NC","Philadelphia, PA",Table 1,0,20133,31995,34100,"Greensboro/High Point, NC",365,179.5652174,230.0692191,US,92.25181598,234.8012074,DL,5.266343826,160.3171264,,
"Minneapolis, MN","Kansas City, MO","Kansas City, MO","Minneapolis, MN","Kansas City, MO",Table 1,0,20133,31650,33198,"Minneapolis/St. Paul, MN",393,465.1086957,211.0483992,DL,67.56251461,220.8088862,WN,30.42767002,187.4110138,89,0
"Baltimore, MD","Charlotte, NC","Charlotte, NC","Washington, DC (Metro Area)","Charlotte, NC",Table 1,0,20133,30852,31057,"Washington, DC (Metro Area)",361,1268.586957,195.1346851,US,78.2623597,202.0810412,WN,12.08122697,134.2461064,90,23
"Dallas, TX","Corpus Christi, TX","Corpus Christi, TX","Dallas, TX","Corpus Christi, TX",Table 1,0,20133,30194,31140,"Dallas/Fort Worth, TX",354,265.6521739,185.5341326,AA,55.97381342,181.7428947,AA,55.97381342,181.7428947,91,0
"Houston, TX","Little Rock, AR","Little Rock, AR","Houston, TX","Little Rock, AR",Table 1,0,20133,31453,32600,"Houston, TX",393,294.5652174,185.1555055,WN,53.099631,162.055893,WN,53.099631,162.055893,92,0
"Atlanta, GA","Raleigh/Durham, NC","Raleigh/Durham, NC","Atlanta, GA (Metro Area)","Raleigh/Durham, NC",Table 1,0,20133,30397,34492,"Atlanta, GA (Metro Area)",356,844.673913,182.6787273,DL,79.06318363,188.7414421,FL,15.46776477,144.566015,93,20
"Dallas/Fort Worth, TX","Baton Rouge, LA","Baton Rouge, LA","Dallas/Fort Worth, TX","Baton Rouge, LA",Table 1,0,20133,30194,30781,"Dallas/Fort Worth, TX",383,167.0652174,168.7901431,AA,94.46974626,167.4514738,AA,94.46974626,167.4514738,94,0
"Houston, TX","Jackson/Vicksburg, MS","Jackson/Vicksburg, MS","Houston, TX","Jackson/Vicksburg, MS",Table 1,0,20133,31453,32448,"Houston, TX",359,283.1521739,159.5595048,WN,58.38771593,138.676384,WN,58.38771593,138.676384,95,0
"Las Vegas, NV","Sacramento, CA","Sacramento, CA","Las Vegas, NV","Sacramento, CA",Table 1,0,20133,32211,33192,"Las Vegas, NV",397,999.2391304,155.4370978,WN,93.56031763,156.1252075,B6,1.729576852,121.0088679,96,0
"Phoenix, AZ","Los Angeles, CA (Metro Area)","Santa Ana, CA","Phoenix, AZ","Los Angeles, CA (Metro Area)",Table 1,24,20133,30466,32575,"Phoenix, AZ",370,3970.326087,154.7477762,WN,64.470118,157.6512739,US,27.4180743,149.8829156,97,0
"Tucson, AZ","San Diego, CA","San Diego, CA","Tucson, AZ","San Diego, CA",Table 1,0,20133,30436,33570,"Tucson, AZ",368,320.2173913,147.739983,WN,90.73319756,146.7586831,WN,90.73319756,146.7586831,98,0
"Las Vegas, NV","Salt Lake City, UT","Salt Lake City, UT","Las Vegas, NV","Salt Lake City, UT",Table 1,0,20133,32211,34614,"Las Vegas, NV",368,828.1521739,145.1188883,DL,50.63656648,141.4484163,DL,50.63656648,141.4484163,99,0
"Los Angeles, CA","Santa Rosa, CA","Santa Rosa, CA","Los Angeles, CA (Metro Area)","Santa Rosa, CA",Table 1,0,20133,32575,34433,"Los Angeles, CA (Metro Area)",399,237.9347826,143.345587,AS,99.81726816,143.2790618,AS,99.81726816,143.2790618,100,24
"San Jose, CA","Los Angeles, CA (Metro Area)","Santa Ana, CA","San Francisco, CA (Metro Area)","Los Angeles, CA (Metro Area)",Table 1,24,20133,32457,32575,"San Francisco, CA (Metro Area)",372,18592.28261,141.2332249,WN,60.99304878,145.0921315,WN,60.993,,,
"Seattle, WA","Boise, ID","Boise, ID","Seattle, WA","Boise, ID",Table 1,0,20133,30559,30713,"Seattle, WA",399,682.173913,136.3656995,AS,99.36265137,136.0078961,AS,99.36265137,136.0078961,102,0
"Providence, RI","Buffalo, NY","Buffalo, NY","Boston, MA (Metro Area)","Buffalo, NY",Table 1,0,20133,30721,30792,"Boston, MA (Metro Area)",395,798.8043478,133.4278786,B6,71.83290244,128.6533567,B6,71.83290244,128.6533567,103,19
"Denver, CO","Salt Lake City, UT","Salt Lake City, UT","Denver, CO","Salt Lake City, UT",Table 1,0,20133,30325,34614,"Denver, CO",391,1442.391304,130.4747084,WN,33.90354182,126.7694132,F9,31.04747551,109.9831141,104,0
"Washington, VA","Myrtle Beach, SC","Myrtle Beach, SC","Washington, DC (Metro Area)","Myrtle Beach, SC",Table 1,0,20133,30852,31135,"Washington, DC (Metro Area)",399,174.4565217,126.7181246,US,50.90342679,166.4935373,NK,40.74766355,67.91743119,105,23
"Tucson, AZ","Las Vegas, NV","Las Vegas, NV","Tucson, AZ","Las Vegas, NV",Table 1,0,20133,30436,32211,"Tucson, AZ",365,409.673913,118.0108358,WN,93.10161847,115.9972243,WN,93.10161847,115.9972243,106,0
"Las Vegas, NV","Stockton, CA","Stockton, CA","Las Vegas, NV","Stockton, CA",Table 1,0,20133,32211,34716,"Las Vegas, NV",359,213.9130435,92.92835366,G4,100,92.92835366,G4,100,92.92835366,107,0
"Dallas/Fort Worth, TX","Memphis, TN","Memphis, TN","Dallas/Fort Worth, TX","Memphis, TN",Table 1,0,20133,30194,33244,"Dallas/Fort Worth, TX",432,184.673913,357.582219,AA,71.57151266,358.4018668,AA,71.57151266,358.4018668,108,0
"Washington, VA","Columbia, SC","Columbia, SC","Washington, DC (Metro Area)","Columbia, SC",Table 1,0,20133,30852,30868,"Washington, DC (Metro Area)",438,177.2826087,279.2447333,US,70.14101778,268.779528,US,70.14101778,268.779528,109,23
"Charlotte, NC","Philadelphia, PA","Philadelphia, PA","Charlotte, NC","Philadelphia, PA",Table 1,0,20133,31057,34100,"Charlotte, NC",449,556.7391304,275.7118235,US,80.18352206,293.3618262,DL,8.590394377,165.5640455,110,0
"Columbus, OH","Philadelphia, PA","Philadelphia, PA","Columbus, OH","Philadelphia, PA",Table 1,0,20133,31066,34100,"Columbus, OH",406,312.826087,274.1046908,US,80.8895066,298.4125773,WN,5.003474635,150.1304167,111,0
"Cleveland, OH","Charlotte, NC","Charlotte, NC","Cleveland, OH (Metro Area)","Charlotte, NC",Table 1,0,20133,30647,31057,"Cleveland, OH (Metro Area)",430,321.3043478,270.682385,US,70.50067659,274.5519866,DL,10.2165088,161.5935431,112,22
"Cleveland, OH","Raleigh/Durham, NC","Raleigh/Durham, NC","Cleveland, OH (Metro Area)","Raleigh/Durham, NC",Table 1,0,20133,30647,34492,"Cleveland, OH (Metro Area)",416,173.9130435,239.0644875,UA,46.5,278.7931855,DL,17.375,152.3085971,113,22
"Houston, TX","Midland/Odessa, TX","Midland/Odessa, TX","Houston, TX","Midland/Odessa, TX",Table 1,0,20133,31453,33158,"Houston, TX",441,631.1956522,235.4047546,WN,58.49836404,223.3619311,WN,58.49836404,223.3619311,114,0
"Washington, VA","Cincinnati, OH","Cincinnati, KY","Washington, DC (Metro Area)","Cincinnati, KY",Table 1,0,20133,30852,33105,"Washington, DC (Metro Area)",430,381.9565217,230.0811468,DL,64.0295959,230.7906489,DL,64.0295959,230.7906489,115,23
"Atlanta, GA","Tampa, FL (Metro Area)","Tampa, FL","Atlanta, GA (Metro Area)","Tampa, FL (Metro Area)",Table 1,18,20133,30397,33195,"Atlanta, GA (Metro Area)",406,885.5434783,216.9771646,DL,66.5152817,226.2246097,FL,26.57419909,196.4709099,116,20
"Charlotte, NC","Indianapolis, IN","Indianapolis, IN","Charlotte, NC","Indianapolis, IN",Table 1,0,20133,31057,32337,"Charlotte, NC",427,300.5434783,216.2617251,US,63.39963834,245.1234569,DL,25.53345389,151.751898,117,0
"Houston, TX","Oklahoma City, OK","Oklahoma City, OK","Houston, TX","Oklahoma City, OK",Table 1,0,20133,31453,33851,"Houston, TX",419,632.7173913,205.4769713,WN,57.03487373,193.8551928,WN,57.03487373,193.8551928,118,0
"Atlanta, GA","Columbus, OH","Columbus, OH","Atlanta, GA (Metro Area)","Columbus, OH",Table 1,0,20133,30397,31066,"Atlanta, GA (Metro Area)",447,512.7173913,204.1668243,DL,81.04727581,209.8487209,FL,10.62115752,151.7201996,119,20
"Reno, NV","Salt Lake City, UT","Salt Lake City, UT","Reno, NV","Salt Lake City, UT",Table 1,0,20133,34570,34614,"Reno, NV",422,171.7391304,198.3483734,DL,75,207.4600422,WN,24.36708861,170.2813247,120,0
"Austin, TX","New Orleans, LA","New Orleans, LA","Austin, TX","New Orleans, LA",Table 1,0,20133,30423,33495,"Austin, TX",444,205,196.9577784,WN,73.06468717,196.1093614,WN,73.06468717,196.1093614,121,0
"St. Louis, MO","Minneapolis/St. Paul, MN","Minneapolis, MN","St. Louis, MO","Minneapolis, MN",Table 1,0,20133,31123,31650,"St. Louis, MO",448,684.673913,194.8077219,DL,63.15288141,199.2825113,WN,34.11652643,184.3400186,122,0
"Washington, VA","Detroit, MI","Detroit, MI","Washington, DC (Metro Area)","Detroit, MI",Table 1,0,20133,30852,31295,"Washington, DC (Metro Area)",409,1683.804348,193.3078575,DL,67.64572978,198.4401384,WN,21.60609386,146.3576218,123,23
"Burlington, VT","Washington, DC (Metro Area)","Washington, VA","Burlington, VT","Washington, DC (Metro Area)",Table 1,23,20133,30785,30852,"Burlington, VT",441,323.4782609,190.9155343,US,81.41801075,186.0922988,US,81.41801075,186.0922988,124,0
"Atlanta, GA","Indianapolis, IN","Indianapolis, IN","Atlanta, GA (Metro Area)","Indianapolis, IN",Table 1,0,20133,30397,32337,"Atlanta, GA (Metro Area)",432,593.0434783,187.7575788,DL,72.98387097,196.2637971,FL,22.78225807,159.9165004,125,20
"St. Louis, MO","Detroit, MI","Detroit, MI","St. Louis, MO","Detroit, MI",Table 1,0,20133,31123,31295,"St. Louis, MO",440,496.3043478,182.9580661,DL,63.97284275,192.9376275,WN,33.92466053,162.4554099,126,0
"Washington, VA","Dayton, OH","Dayton, OH","Washington, DC (Metro Area)","Dayton, OH",Table 1,0,20133,30852,31267,"Washington, DC (Metro Area)",406,430.326087,179.0394064,US,43.54635009,183.2608121,FL,41.80348573,154.1606465,127,23
"Nashville, TN","Chicago, IL","Chicago, IL","Nashville, TN","Chicago, IL",Table 1,0,20133,30693,30977,"Nashville, TN",409,1211.847826,177.5400969,WN,56.54318773,169.9850873,WN,56.54318773,169.9850873,128,0
"Chicago, IL","Kansas City, MO","Kansas City, MO","Chicago, IL","Kansas City, MO",Table 1,0,20133,30977,33198,"Chicago, IL",405,1450.869565,177.1713305,WN,56.8999101,172.3172824,AA,21.85346119,171.5071169,129,0
"Pittsburgh, PA","Chicago, IL","Chicago, IL","Pittsburgh, PA","Chicago, IL",Table 1,0,20133,30198,30977,"Pittsburgh, PA",413,1067.608696,176.198593,WN,44.03380167,161.7219954,WN,44.03380167,161.7219954,130,0
"Atlanta, GA","Orlando, FL","Orlando, FL","Atlanta, GA (Metro Area)","Orlando, FL",Table 1,0,20133,30397,31454,"Atlanta, GA (Metro Area)",404,1202.5,172.0265091,DL,67.60372413,176.0534403,FL,27.55129712,161.555502,131,20
"Atlanta, GA","New Orleans, LA","New Orleans, LA","Atlanta, GA (Metro Area)","New Orleans, LA",Table 1,0,20133,30397,33495,"Atlanta, GA (Metro Area)",425,682.2826087,171.3400319,DL,75.40226223,175.2604268,FL,21.53895173,154.7322559,132,20
"Santa Ana, CA","Reno, NV","Reno, NV","Los Angeles, CA (Metro Area)","Reno, NV",Table 1,0,20133,32575,34570,"Los Angeles, CA (Metro Area)",415,960.1086957,169.2267893,WN,72.94237518,168.6952103,AA,15.05717197,167.8238647,133,24
"Kansas City, MO","Milwaukee, WI","Milwaukee, WI","Kansas City, MO","Milwaukee, WI",Table 1,0,20133,33198,33342,"Kansas City, MO",436,272.7173913,168.2965723,WN,86.60821044,166.1337966,UA,2.909525708,159.5917808,134,0
"Chicago, IL","Omaha, NE","Omaha, NE","Chicago, IL","Omaha, NE",Table 1,0,20133,30977,33316,"Chicago, IL",423,748.6956522,167.1376742,WN,53.68757259,152.7191347,WN,53.68757259,152.7191347,135,0
"Nashville, TN","Charleston, SC","Charleston, SC","Nashville, TN","Charleston, SC",Table 1,0,20133,30693,30994,"Nashville, TN",439,167.9347826,163.9920777,WN,66.14886731,158.8869374,WN,66.14886731,158.8869374,136,0
"Columbus, OH","St. Louis, MO","St. Louis, MO","Columbus, OH","St. Louis, MO",Table 1,0,20133,31066,31123,"Columbus, OH",409,204.0217391,162.8966223,WN,89.61108151,158.8281748,WN,89.61108151,158.8281748,137,0
"Baltimore, MD","Greenville/Spartanburg, SC","Greer, SC","Washington, DC (Metro Area)","Greer, SC",Table 1,0,20133,30852,31871,"Washington, DC (Metro Area)",426,356.6304348,160.9256233,WN,45.90064005,137.1202922,WN,45.90064005,137.1202922,138,23
"Nashville, TN","Raleigh/Durham, NC","Raleigh/Durham, NC","Nashville, TN","Raleigh/Durham, NC",Table 1,0,20133,30693,34492,"Nashville, TN",442,437.173913,157.4874242,WN,85.95226256,154.5102835,WN,85.95226256,154.5102835,139,0
"Santa Ana, CA","Sacramento, CA","Sacramento, CA","Los Angeles, CA (Metro Area)","Sacramento, CA",Table 1,0,20133,32575,33192,"Los Angeles, CA (Metro Area)",404,4445.217391,156.2568885,WN,83.20618153,160.8472285,B6,9.641529734,113.828879,140,24
"Cleveland, OH","Nashville, TN","Nashville, TN","Cleveland, OH (Metro Area)","Nashville, TN",Table 1,0,20133,30647,30693,"Cleveland, OH (Metro Area)",448,362.826087,155.0799011,WN,60.69502696,146.7665597,WN,60.69502696,146.7665597,141,22
"Las Vegas, NV","San Francisco, CA (Metro Area)","San Jose, CA","Las Vegas, NV","San Francisco, CA (Metro Area)",Table 1,26,20133,32211,32457,"Las Vegas, NV",414,5578.043478,152.7444895,WN,53.59912701,154.613889,WN,53.59912701,154.613889,142,0
"San Jose, CA","San Diego, CA","San Diego, CA","San Francisco, CA (Metro Area)","San Diego, CA",Table 1,0,20133,32457,33570,"San Francisco, CA (Metro Area)",447,5926.847826,151.6753438,WN,71.86714839,153.3701378,VX,13.54374897,139.0496642,143,26
"Atlanta, GA","Dayton, OH","Dayton, OH","Atlanta, GA (Metro Area)","Dayton, OH",Table 1,0,20133,30397,31267,"Atlanta, GA (Metro Area)",432,409.2391304,151.6062895,DL,65.60424967,159.760919,FL,30.65073041,128.3590121,144,20
"Nashville, TN","Panama City, FL","Panama City, FL","Nashville, TN","Panama City, FL",Table 1,0,20133,30693,31481,"Nashville, TN",401,213.9130435,149.2159096,WN,92.68292683,145.9855537,WN,92.68292683,145.9855537,145,0
"Dallas, TX","New Orleans, LA","New Orleans, LA","Dallas, TX","New Orleans, LA",Table 1,0,20133,30194,33495,"Dallas/Fort Worth, TX",447,1134.891304,146.5161508,WN,52.40877311,161.0436404,AA,38.51163682,136.9576847,146,0
"Providence, RI","Washington, DC (Metro Area)","Baltimore, MD","Boston, MA (Metro Area)","Washington, DC (Metro Area)",Table 1,23,20133,30721,30852,"Boston, MA (Metro Area)",418,7836.847826,139.2661521,B6,30.77989986,125.1814875,B6,30.77989986,125.181487,,
"San Jose, CA","Palm Springs, CA","Palm Springs, CA","San Francisco, CA (Metro Area)","Palm Springs, CA",Table 1,0,20133,32457,34262,"San Francisco, CA (Metro Area)",421,298.1521739,135.1034707,AS,63.50710901,127.6985132,AS,63.50710901,127.6985132,148,
"Portland, OR","Reno, NV","Reno, NV","Portland, OR","Reno, NV",Table 1,0,20133,34057,34570,"Portland, OR",444,367.2826087,132.0336934,WN,91.26960639,127.9870039,WN,91.26960639,127.9870039,149,0
"Washington, VA","Knoxville, TN","Knoxville, TN","Washington, DC (Metro Area)","Knoxville, TN",Table 1,0,20133,30852,35412,"Washington, DC (Metro Area)",464,177.0652174,362.7593554,US,61.01903008,363.0859155,DL,15.59238797,345.3948425,150,23
"Detroit, MI","Philadelphia, PA","Philadelphia, PA","Detroit, MI","Philadelphia, PA",Table 1,0,20133,31295,34100,"Detroit, MI",453,468.3695652,329.3208796,US,49.61708053,343.1631244,DL,43.74564864,318.0308594,151,0
"Charlotte, NC","Detroit, MI","Detroit, MI","Charlotte, NC","Detroit, MI",Table 1,0,20133,31057,31295,"Charlotte, NC",500,350.7608696,295.1088193,US,51.84381779,288.8281291,US,51.84381779,288.8281291,152,0
"Newburgh/Poughkeepsie, NY","Greensboro/High Point, NC","Greensboro/High Point, NC","New York City, NY (Metro Area)","Greensboro/High Point, NC",Table 1,0,20133,31703,31995,"New York City, NY (Metro Area)",492,422.5,247.7360973,DL,44.76459995,256.2719942,,,,,
"Chicago, IL","Knoxville, TN","Knoxville, TN","Chicago, IL","Knoxville, TN",Table 1,0,20133,30977,35412,"Chicago, IL",475,195.4347826,238.3079366,UA,41.76863181,247.761478,US,11.56840934,215.6878846,154,0
"Indianapolis, IN","Raleigh/Durham, NC","Raleigh/Durham, NC","Indianapolis, IN","Raleigh/Durham, NC",Table 1,0,20133,32337,34492,"Indianapolis, IN",489,182.3913044,234.4287724,DL,51.13230036,250.9173194,US,28.24791418,224.5072996,155,0
"Chicago, IL","Memphis, TN","Memphis, TN","Chicago, IL","Memphis, TN",Table 1,0,20133,30977,33244,"Chicago, IL",492,328.8043478,225.8580529,DL,31.50413223,260.1345016,FL,28.56198347,151.0558218,156,0
"Houston, TX","Tulsa, OK","Tulsa, OK","Houston, TX","Tulsa, OK",Table 1,0,20133,31453,34653,"Houston, TX",453,683.1521739,221.6987192,WN,57.42243437,205.4730978,WN,57.42243437,205.4730978,157,0
"Cleveland, OH","New York City, NY (Metro Area)","New York, NY","Cleveland, OH (Metro Area)","New York City, NY (Metro Area)",Table 1,26,20133,30647,31703,"Cleveland, OH (Metro Area)",459,1444.782609,218.6330281,UA,47.1336142,260.2598484,FL,25.2181763,,,
"Houston, TX","Lubbock, TX","Lubbock, TX","Houston, TX","Lubbock, TX",Table 1,0,20133,31453,32896,"Houston, TX",474,208.2608696,213.2987422,WN,53.13152401,219.1322495,UA,40.44885178,204.7448516,159,0
"Atlanta, GA","St. Louis, MO","St. Louis, MO","Atlanta, GA (Metro Area)","St. Louis, MO",Table 1,0,20133,30397,31123,"Atlanta, GA (Metro Area)",484,641.3043478,211.7544339,DL,74.83050848,219.381162,FL,18.62711864,179.0028571,160,20
"Providence, RI","Norfolk, VA (Metro Area)","Norfolk, VA","Boston, MA (Metro Area)","Norfolk, VA (Metro Area)",Table 1,20,20133,30721,33667,"Boston, MA (Metro Area)",487,410.1086957,204.8264829,WN,33.60720912,187.3661514,WN,33.60720912,187.3661514,161,
"San Antonio, TX","New Orleans, LA","New Orleans, LA","San Antonio, TX","New Orleans, LA",Table 1,0,20133,33214,33495,"San Antonio, TX",494,178.5869565,203.6914364,WN,70.23737066,205.2837088,AA,10.59038345,196.005,162,0
"Albuquerque, NM","Salt Lake City, UT","Salt Lake City, UT","Albuquerque, NM","Salt Lake City, UT",Table 1,0,20133,30140,34614,"Albuquerque, NM",493,174.3478261,199.3794638,DL,55.92269327,204.4419621,WN,32.73067332,189.5460952,163,0
"Atlanta, GA","Richmond, VA","Richmond, VA","Atlanta, GA (Metro Area)","Richmond, VA",Table 1,0,20133,30397,34524,"Atlanta, GA (Metro Area)",481,542.826087,197.157459,DL,68.38205847,207.2599971,FL,24.94993993,163.8440449,164,20
"Nashville, TN","Detroit, MI","Detroit, MI","Nashville, TN","Detroit, MI",Table 1,0,20133,30693,31295,"Nashville, TN",456,595,191.70211,DL,67.39130435,199.9806425,WN,28.18779686,167.6959365,165,0
"Baltimore, MD","Charleston, SC","Charleston, SC","Washington, DC (Metro Area)","Charleston, SC",Table 1,0,20133,30852,30994,"Washington, DC (Metro Area)",472,746.0869565,191.3501967,WN,43.31293706,156.7572149,WN,43.31293706,156.7572149,166,23
"Baltimore, MD","Portland, ME","Portland, ME","Washington, DC (Metro Area)","Portland, ME",Table 1,0,20133,30852,34321,"Washington, DC (Metro Area)",493,599.0217391,185.6833642,US,49.4284159,194.8250955,WN,40.2649247,167.9612393,167,23
"San Francisco, CA","Bend/Redmond, OR","Bend/Redmond, OR","San Francisco, CA (Metro Area)","Bend/Redmond, OR",Table 1,0,20133,32457,34489,"San Francisco, CA (Metro Area)",477,179.7826087,185.0699758,UA,73.57920194,180.0447001,UA,73.57920194,180.0447,,
"New York, NY","Raleigh/Durham, NC","Raleigh/Durham, NC","New York City, NY (Metro Area)","Raleigh/Durham, NC",Table 1,0,20133,31703,34492,"New York City, NY (Metro Area)",463,2189.782609,184.6935044,DL,31.49012211,174.8869798,B6,12.43919389,160.96344,,
"Charlotte, NC","Orlando, FL","Orlando, FL","Charlotte, NC","Orlando, FL",Table 1,0,20133,31057,31454,"Charlotte, NC",468,581.7391304,183.7151177,US,74.90657698,194.8699751,WN,12.9671151,135.3780836,170,0
"Dallas, TX","Kansas City, MO","Kansas City, MO","Dallas, TX","Kansas City, MO",Table 1,0,20133,30194,33198,"Dallas/Fort Worth, TX",460,1039.891304,177.7598673,WN,54.01902373,181.7111436,AA,45.20748406,172.7237619,171,0
"Buffalo, NY","Chicago, IL","Chicago, IL","Buffalo, NY","Chicago, IL",Table 1,0,20133,30792,30977,"Buffalo, NY",473,654.7826087,174.2210906,UA,39.70783533,183.2221154,WN,37.21779549,160.5167663,172,0
"Nashville, TN","Jacksonville, FL","Jacksonville, FL","Nashville, TN","Jacksonville, FL",Table 1,0,20133,30693,31136,"Nashville, TN",483,297.3913044,172.5675731,WN,83.04093567,172.0634947,DL,12.75584795,170.1149284,173,0
